Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,No,1,Graduate,No,6286.0,3508.0,92.0,360,1,Urban,Y
Female,No,1,Graduate,No,5111.0,1016.0,165.0,360,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,1500.0,1658.0,196.0,360,1,Urban,Y
Male,Yes,1,Not Graduate,No,1500.0,2111.0,62.0,360,0,Urban,N
Female,No,0,Not Graduate,No,5485.0,2542.0,53.0,360,1,Rural,Y
Female,Yes,1,Not Graduate,No,4412.0,1374.0,254.0,300,0,Semiurban,N
Female,Yes,0,Graduate,No,2767.0,1396.0,168.0,360,1,Rural,Y
Male,Yes,0,Graduate,No,5344.0,3946.0,118.0,360,1,Urban,Y
Female,Yes,1,Graduate,No,5453.0,3656.0,84.0,360,1,Urban,Y
Female,Yes,2,Graduate,No,7278.0,2412.0,112.0,360,1,Rural,Y
Female,Yes,3+,Graduate,No,5501.0,4522.0,68.0,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,7902.0,943.0,202.0,240,0,Semiurban,N
Female,Yes,1,Graduate,No,5218.0,4359.0,95.0,360,0,Rural,N
Female,Yes,3+,Graduate,No,4946.0,2522.0,216.0,180,0,Semiurban,N
Male,Yes,2,Graduate,No,7541.0,7161.0,119.0,360,0,Urban,N
Female,No,3+,Graduate,No,3047.0,0.0,77.0,180,1,Semiurban,Y
Male,Yes,3+,Graduate,No,11392.0,428.0,117.0,360,1,Urban,Y
Female,Yes,3+,Graduate,No,6026.0,2312.0,20.0,360,1,Urban,Y
Male,Yes,3+,Not Graduate,No,6038.0,2275.0,137.0,360,1,Urban,Y
Female,No,1,Graduate,No,6355.0,4915.0,134.0,360,0,Rural,N
Female,Yes,1,Graduate,No,9330.0,464.0,199.0,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,6944.0,3138.0,22.0,360,1,Urban,Y
Female,Yes,0,Graduate,No,1669.0,3576.0,221.0,180,1,Urban,Y
Female,Yes,2,Graduate,No,8288.0,2798.0,198.0,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,4450.0,0.0,226.0,360,0,Rural,N
Male,Yes,3+,Graduate,No,5436.0,3993.0,142.0,360,1,Urban,Y
Female,No,0,Graduate,No,2386.0,3690.0,211.0,180,1,Urban,Y
Female,No,1,Graduate,Yes,6358.0,2619.0,49.0,360,1,Rural,Y
Male,Yes,0,Graduate,No,3767.0,1947.0,191.0,360,1,Rural,Y
Male,No,3+,Graduate,No,5420.0,1984.0,95.0,120,0,Rural,N
Female,No,1,Graduate,No,4575.0,1466.0,38.0,240,1,Urban,Y
Female,Yes,0,Graduate,No,9435.0,2689.0,72.0,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,9561.0,1653.0,145.0,360,1,Semiurban,Y
Male,Yes,3+,Graduate,No,5302.0,158.0,91.0,360,1,Urban,Y
Male,No,3+,Graduate,No,5341.0,0.0,169.0,360,1,Rural,Y
Female,Yes,0,Graduate,No,4378.0,322.0,27.0,360,1,Urban,Y
Male,No,1,Graduate,No,7633.0,1978.0,20.0,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,4476.0,1554.0,234.0,360,1,Rural,N
Male,No,1,Not Graduate,No,4273.0,1966.0,204.0,360,1,Rural,Y
Male,No,2,Not Graduate,No,7353.0,2451.0,77.0,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,4016.0,534.0,145.0,180,1,Rural,Y
Female,Yes,0,Graduate,No,5117.0,4092.0,211.0,360,1,Urban,Y
Female,No,2,Not Graduate,No,1721.0,1145.0,172.0,480,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,6749.0,863.0,155.0,480,1,Urban,Y
Female,Yes,0,Graduate,No,9470.0,2420.0,216.0,300,1,Rural,Y
Female,No,0,Graduate,No,6787.0,0.0,98.0,360,1,Rural,Y
Female,Yes,0,Graduate,No,8416.0,256.0,147.0,360,1,Urban,Y
Male,Yes,1,Graduate,No,3339.0,3268.0,144.0,240,1,Urban,Y
Male,Yes,3+,Graduate,Yes,5720.0,0.0,127.0,360,1,Semiurban,Y
Female,Yes,3+,Not Graduate,No,3125.0,3500.0,120.0,360,1,Urban,Y
Male,No,0,Graduate,No,4699.0,4169.0,150.0,360,1,Rural,Y
Female,No,0,Graduate,No,6899.0,972.0,147.0,360,1,Urban,Y
Female,Yes,1,Graduate,No,5424.0,2096.0,77.0,360,0,Semiurban,N
Male,Yes,2,Graduate,No,2092.0,3502.0,197.0,360,1,Semiurban,Y
Female,No,2,Graduate,No,2307.0,806.0,82.0,360,1,Semiurban,Y
Male,Yes,3+,Graduate,No,2161.0,3075.0,131.0,180,1,Urban,Y
Female,Yes,1,Graduate,No,6281.0,459.0,126.0,360,1,Rural,Y
Male,Yes,0,Graduate,Yes,9741.0,788.0,168.0,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,8197.0,241.0,20.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,1500.0,2183.0,203.0,240,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,8326.0,3569.0,101.0,360,1,Rural,Y
Male,Yes,3+,Graduate,No,7260.0,1287.0,224.0,480,1,Rural,Y
Female,No,1,Graduate,No,1800.0,0.0,114.0,360,1,Rural,Y
Female,Yes,3+,Not Graduate,No,4533.0,0.0,142.0,360,1,Semiurban,Y
Male,No,2,Graduate,No,7610.0,2271.0,269.0,360,1,Rural,Y
Female,Yes,2,Graduate,No,6411.0,4735.0,127.0,360,1,Urban,Y
Female,Yes,1,Graduate,No,2320.0,2269.0,226.0,360,1,Semiurban,Y
Male,Yes,3+,Graduate,No,6544.0,942.0,148.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,1500.0,2903.0,172.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,4710.0,1193.0,150.0,360,1,Rural,Y
Female,Yes,1,Graduate,Yes,7704.0,957.0,200.0,240,1,Rural,Y
Female,Yes,1,Graduate,No,5240.0,0.0,100.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,4102.0,3994.0,81.0,240,1,Semiurban,Y
Male,No,2,Graduate,No,7157.0,0.0,103.0,180,1,Rural,Y
Female,Yes,2,Not Graduate,No,7344.0,2956.0,151.0,360,1,Rural,Y
Male,No,1,Not Graduate,No,8082.0,812.0,131.0,360,1,Semiurban,Y
Female,No,1,Graduate,No,7124.0,902.0,191.0,360,1,Urban,Y
Male,No,3+,Not Graduate,No,7579.0,4477.0,230.0,360,1,Urban,N
Male,Yes,0,Graduate,No,6812.0,386.0,82.0,360,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,5784.0,444.0,97.0,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,5397.0,1378.0,52.0,360,1,Semiurban,Y
Male,No,3+,Graduate,No,4678.0,2304.0,277.0,120,1,Semiurban,Y
Male,No,2,Graduate,No,2533.0,849.0,165.0,360,0,Semiurban,N
Female,No,1,Not Graduate,Yes,3098.0,0.0,176.0,240,1,Semiurban,N
Female,Yes,1,Not Graduate,No,4580.0,128.0,58.0,180,1,Rural,Y
Male,Yes,1,Not Graduate,No,5731.0,3778.0,145.0,240,1,Urban,Y
Female,No,1,Graduate,No,8370.0,1727.0,178.0,360,1,Semiurban,Y
Male,No,0,Graduate,No,5108.0,2367.0,129.0,360,0,Semiurban,N
Male,No,2,Not Graduate,No,7408.0,1156.0,215.0,480,1,Rural,Y
Female,No,0,Graduate,No,7574.0,479.0,295.0,480,1,Urban,Y
Male,Yes,2,Graduate,No,4691.0,4452.0,83.0,360,1,Semiurban,Y
Female,Yes,3+,Graduate,No,6508.0,1280.0,79.0,240,1,Urban,Y
Female,Yes,3+,Graduate,Yes,4664.0,846.0,88.0,360,0,Urban,N
Female,No,0,Graduate,No,8109.0,3463.0,249.0,360,1,Semiurban,Y
Male,No,3+,Graduate,Yes,6599.0,372.0,213.0,360,1,Urban,Y
Female,Yes,0,Graduate,No,2581.0,589.0,136.0,240,0,Rural,N
Female,No,1,Graduate,No,5555.0,1617.0,147.0,240,1,Rural,Y
Male,No,0,Not Graduate,No,8826.0,1600.0,92.0,480,1,Urban,Y
Male,No,0,Graduate,No,4801.0,2041.0,203.0,300,1,Rural,Y
Male,No,0,Graduate,No,6185.0,5156.0,120.0,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,6401.0,2172.0,128.0,360,1,Semiurban,Y
Female,Yes,3+,Not Graduate,No,2919.0,0.0,185.0,240,1,Rural,Y
Male,No,0,Graduate,No,6324.0,2155.0,133.0,120,1,Semiurban,Y
Female,No,1,Graduate,Yes,2134.0,1664.0,130.0,480,1,Urban,Y
Female,Yes,2,Graduate,No,3824.0,1674.0,146.0,360,1,Urban,Y
Female,Yes,3+,Graduate,No,7567.0,2018.0,197.0,360,0,Semiurban,N
Male,No,3+,Graduate,No,5985.0,1551.0,252.0,360,1,Rural,Y
Male,No,0,Not Graduate,No,4530.0,1511.0,183.0,300,1,Semiurban,Y
Male,Yes,3+,Graduate,No,6182.0,2642.0,197.0,360,1,Semiurban,Y
Female,No,2,Graduate,Yes,5068.0,678.0,132.0,360,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,5228.0,0.0,99.0,120,1,Rural,Y
Female,Yes,1,Graduate,Yes,6645.0,6740.0,188.0,360,1,Urban,Y
Male,No,3+,Not Graduate,No,3600.0,383.0,156.0,480,1,Semiurban,Y
Male,Yes,1,Graduate,No,5289.0,1770.0,53.0,360,1,Semiurban,Y
Male,No,0,Graduate,No,4513.0,0.0,124.0,360,0,Urban,N
Female,Yes,3+,Not Graduate,No,1712.0,1798.0,140.0,360,1,Urban,Y
Male,No,3+,Graduate,No,3175.0,14.0,112.0,240,1,Semiurban,Y
Female,Yes,3+,Graduate,No,8650.0,848.0,241.0,360,1,Urban,Y
Female,No,3+,Not Graduate,No,6046.0,3377.0,176.0,360,1,Semiurban,Y
Male,Yes,3+,Graduate,No,2288.0,2402.0,234.0,360,1,Rural,Y
Male,No,1,Graduate,No,1811.0,2566.0,162.0,360,1,Urban,Y
Male,Yes,0,Graduate,Yes,4953.0,0.0,150.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,8635.0,4723.0,84.0,300,1,Urban,Y
Female,Yes,0,Graduate,No,4789.0,0.0,146.0,120,0,Urban,N
Male,No,1,Graduate,No,8075.0,4199.0,146.0,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,5974.0,3337.0,56.0,240,1,Semiurban,Y
Female,No,3+,Graduate,No,6237.0,2581.0,110.0,360,1,Semiurban,Y
Male,No,1,Graduate,No,2261.0,147.0,124.0,360,1,Urban,Y
Male,No,1,Not Graduate,No,7263.0,1858.0,172.0,360,0,Semiurban,Y
Male,No,2,Graduate,No,4463.0,799.0,175.0,360,1,Semiurban,Y
